No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0810,Grookey,grass,"Overgrow, Grassy Surge",50,65,50,40,40,65
0811,Thwackey,grass,"Overgrow, Grassy Surge",70,85,70,55,60,80
0812,Rillaboom,grass,"Overgrow, Grassy Surge",100,125,90,60,70,85
0840,Applin,"grass, dragon","Ripen, Gluttony, Bulletproof",40,40,80,40,40,20
0841,Flapple,"grass, dragon","Ripen, Gluttony, Hustle",70,110,80,95,60,70
0842,Appletun,"grass, dragon","Ripen, Gluttony, Thick Fat",110,85,80,100,80,30
0893,Zarude,"dark, grass",Leaf Guard,105,120,105,70,95,105
0898,Calyrex,"psychic, grass",Unnerve,100,80,80,80,80,80
0906,Sprigatito,grass,"Overgrow, Protean",40,61,54,45,45,65
0907,Floragato,grass,"Overgrow, Protean",61,80,63,60,63,83
0908,Meowscarada,"grass, dark","Overgrow, Protean",76,110,70,81,70,123
0928,Smoliv,"grass, normal","Early Bird, Harvest",41,35,45,58,51,30
0929,Dolliv,"grass, normal","Early Bird, Harvest",52,53,60,78,78,33
0930,Arboliva,"grass, normal","Seed Sower, Harvest",78,69,90,125,109,39
0946,Bramblin,"grass, ghost","Wind Rider, Infiltrator",40,65,30,45,35,60
0947,Brambleghast,"grass, ghost","Wind Rider, Infiltrator",55,115,70,80,70,90
0948,Toedscool,"ground, grass",Mycelium Might,40,40,35,50,100,70
0949,Toedscruel,"ground, grass",Mycelium Might,80,70,65,80,120,100
0951,Capsakid,grass,"Chlorophyll, Insomnia, Klutz",50,62,40,62,40,50
0952,Scovillain,"grass, fire","Chlorophyll, Insomnia, Moody",65,108,65,108,65,75
0986,Brute Bonnet,"grass, dark",Protosynthesis,111,127,99,79,99,55
1001,Wo-Chien,"dark, grass",Tablets of Ruin,85,85,100,95,135,70
1010,Iron Leaves,"grass, psychic",Quark Drive,90,130,88,70,108,104
1011,Dipplin,"grass, dragon","Supersweet Syrup, Gluttony, Sticky Hold",80,80,110,95,80,40
1012,Poltchageist,"grass, ghost","Hospitality, Heatproof",40,45,45,74,54,50
1013,Sinistcha,"grass, ghost","Hospitality, Heatproof",71,60,106,121,80,70
1017,Ogerpon,grass,Defiant,80,120,84,60,96,110
1017,Ogerpon,"grass, water",Water Absorb,80,120,84,60,96,110
1017,Ogerpon,"grass, fire",Mold Breaker,80,120,84,60,96,110
1017,Ogerpon,"grass, rock",Sturdy,80,120,84,60,96,110
1019,Hydrapple,"grass, dragon","Supersweet Syrup, Regenerator, Sticky Hold",106,80,110,120,80,44
0027,Sandshrew,ground,"Sand Veil, Sand Rush",50,75,85,20,30,40
0028,Sandslash,ground,"Sand Veil, Sand Rush",75,100,110,45,55,65
0050,Diglett,ground,"Sand Veil, Arena Trap, Sand Force",10,55,25,35,45,95
0050,Diglett,"ground, steel","Sand Veil, Tangling Hair, Sand Force",10,55,30,35,45,90
0051,Dugtrio,ground,"Sand Veil, Arena Trap, Sand Force",35,100,50,50,70,120
0051,Dugtrio,"ground, steel","Sand Veil, Tangling Hair, Sand Force",35,100,60,50,70,110
0074,Geodude,"rock, ground","Rock Head, Sturdy, Sand Veil",40,80,100,30,30,20
0075,Graveler,"rock, ground","Rock Head, Sturdy, Sand Veil",55,95,115,45,45,35
0076,Golem,"rock, ground","Rock Head, Sturdy, Sand Veil",80,120,130,55,65,45
0111,Rhyhorn,"ground, rock","Lightning Rod, Rock Head, Reckless",80,85,95,30,30,25
0112,Rhydon,"ground, rock","Lightning Rod, Rock Head, Reckless",105,130,120,45,45,40
0194,Wooper,"water, ground","Damp, Water Absorb, Unaware",55,45,45,25,25,15
0194,Wooper,"poison, ground","Poison Point, Water Absorb, Unaware",55,45,45,25,25,15
0195,Quagsire,"water, ground","Damp, Water Absorb, Unaware",95,85,85,65,65,35
0207,Gligar,"ground, flying","Hyper Cutter, Sand Veil, Immunity",65,75,105,35,65,85
0220,Swinub,"ice, ground","Oblivious, Snow Cloak, Thick Fat",50,50,40,30,30,50
0221,Piloswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",100,100,80,60,60,50
0231,Phanpy,ground,"Pickup, Sand Veil",90,60,60,40,40,40
0232,Donphan,ground,"Sturdy, Sand Veil",90,120,120,60,60,50
0246,Larvitar,"rock, ground","Guts, Sand Veil",50,64,50,45,50,41
0247,Pupitar,"rock, ground",Shed Skin,70,84,70,65,70,51
0259,Marshtomp,"water, ground","Torrent, Damp",70,85,70,60,70,50
0260,Swampert,"water, ground","Torrent, Damp",100,110,90,85,90,60
0322,Numel,"fire, ground","Oblivious, Simple, Own Tempo",60,60,40,65,45,35
0323,Camerupt,"fire, ground","Magma Armor, Solid Rock, Anger Point",70,100,70,105,75,40
0328,Trapinch,ground,"Hyper Cutter, Arena Trap, Sheer Force",45,100,45,45,45,10
0329,Vibrava,"ground, dragon",Levitate,50,70,50,50,50,70
0330,Flygon,"ground, dragon",Levitate,80,100,80,80,80,100
0339,Barboach,"water, ground","Oblivious, Anticipation, Hydration",50,48,43,46,41,60
0340,Whiscash,"water, ground","Oblivious, Anticipation, Hydration",110,78,73,76,71,60
0383,Groudon,ground,Drought,100,150,140,100,90,90
0389,Torterra,"grass, ground","Overgrow, Shell Armor",95,109,105,75,85,56
0423,Gastrodon,"water, ground","Sticky Hold, Storm Drain, Sand Force",111,83,68,92,82,39
0443,Gible,"dragon, ground","Sand Veil, Rough Skin",58,70,45,40,45,42
0444,Gabite,"dragon, ground","Sand Veil, Rough Skin",68,90,65,50,55,82
0445,Garchomp,"dragon, ground","Sand Veil, Rough Skin",108,130,95,80,85,102
0449,Hippopotas,ground,"Sand Stream, Sand Force",68,72,78,38,42,32
0450,Hippowdon,ground,"Sand Stream, Sand Force",108,112,118,68,72,47
0464,Rhyperior,"ground, rock","Lightning Rod, Solid Rock, Reckless",115,140,130,55,55,40
0472,Gliscor,"ground, flying","Hyper Cutter, Sand Veil, Poison Heal",75,95,125,45,75,95
0473,Mamoswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",110,130,80,70,60,80
0493,Arceus,ground,Multitype,120,120,120,120,120,120
0529,Drilbur,ground,"Sand Rush, Sand Force, Mold Breaker",60,85,40,30,45,68
0530,Excadrill,"ground, steel","Sand Rush, Sand Force, Mold Breaker",110,135,60,50,65,88
0551,Sandile,"ground, dark","Intimidate, Moxie, Anger Point",50,72,35,35,35,65
0552,Krokorok,"ground, dark","Intimidate, Moxie, Anger Point",60,82,45,45,45,74
0553,Krookodile,"ground, dark","Intimidate, Moxie, Anger Point",95,117,80,65,70,92
0622,Golett,"ground, ghost","Iron Fist, Klutz, No Guard",59,74,50,35,50,35
0623,Golurk,"ground, ghost","Iron Fist, Klutz, No Guard",89,124,80,55,80,55
0645,Landorus,"ground, flying","Sand Force, Sheer Force",89,125,90,115,80,101
0645,Landorus,"ground, flying",Intimidate,89,145,90,105,80,91
0749,Mudbray,ground,"Own Tempo, Stamina, Inner Focus",70,100,70,45,55,45
0750,Mudsdale,ground,"Own Tempo, Stamina, Inner Focus",100,125,100,55,85,35
0769,Sandygast,"ghost, ground","Water Compaction, Sand Veil",55,55,80,70,45,15
0770,Palossand,"ghost, ground","Water Compaction, Sand Veil",85,75,110,100,75,35
0843,Silicobra,ground,"Sand Spit, Shed Skin, Sand Veil",52,57,75,35,50,46
0844,Sandaconda,ground,"Sand Spit, Shed Skin, Sand Veil",72,107,125,65,70,71
0901,Ursaluna,"ground, normal","Guts, Bulletproof, Unnerve",130,140,105,45,80,50
0901,Ursaluna,"ground, normal",Mind's Eye,113,70,120,135,65,52
0948,Toedscool,"ground, grass",Mycelium Might,40,40,35,50,100,70
0949,Toedscruel,"ground, grass",Mycelium Might,80,70,65,80,120,100
0980,Clodsire,"poison, ground","Poison Point, Water Absorb, Unaware",130,75,60,45,100,20
0984,Great Tusk,"ground, fighting",Protosynthesis,115,131,131,53,53,87
0989,Sandy Shocks,"electric, ground",Protosynthesis,85,81,97,121,85,101
0990,Iron Treads,"ground, steel",Quark Drive,90,112,120,72,70,106
1003,Ting-Lu,"dark, ground",Vessel of Ruin,155,110,125,55,80,45
0027,Sandshrew,"ice, steel","Snow Cloak, Slush Rush",50,75,90,10,35,40
0028,Sandslash,"ice, steel","Snow Cloak, Slush Rush",75,100,120,25,65,65
0037,Vulpix,ice,"Snow Cloak, Snow Warning",38,41,40,50,65,65
0038,Ninetales,"ice, fairy","Snow Cloak, Snow Warning",73,67,75,81,100,109
0087,Dewgong,"water, ice","Thick Fat, Hydration, Ice Body",90,70,80,70,95,70
0091,Cloyster,"water, ice","Shell Armor, Skill Link, Overcoat",50,95,180,85,45,70
0131,Lapras,"water, ice","Water Absorb, Shell Armor, Hydration",130,85,80,85,95,60
0144,Articuno,"ice, flying","Pressure, Snow Cloak",90,85,100,95,125,85
0215,Sneasel,"dark, ice","Inner Focus, Keen Eye, Pickpocket",55,95,55,35,75,115
0220,Swinub,"ice, ground","Oblivious, Snow Cloak, Thick Fat",50,50,40,30,30,50
0221,Piloswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",100,100,80,60,60,50
0225,Delibird,"ice, flying","Vital Spirit, Hustle, Insomnia",45,55,45,65,45,75
0361,Snorunt,ice,"Inner Focus, Ice Body, Moody",50,50,50,50,50,50
0362,Glalie,ice,"Inner Focus, Ice Body, Moody",80,80,80,80,80,80
0378,Regice,ice,"Clear Body, Ice Body",80,50,100,100,200,50
0459,Snover,"grass, ice","Snow Warning, Soundproof",60,62,50,62,60,40
0460,Abomasnow,"grass, ice","Snow Warning, Soundproof",90,92,75,92,85,60
0461,Weavile,"dark, ice","Pressure, Pickpocket",70,120,65,45,85,125
0471,Glaceon,ice,"Snow Cloak, Ice Body",65,60,110,130,95,65
0473,Mamoswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",110,130,80,70,60,80
0478,Froslass,"ice, ghost","Snow Cloak, Cursed Body",70,80,70,80,70,110
0479,Rotom,"electric, ice",Levitate,50,65,107,105,107,86
0493,Arceus,ice,Multitype,120,120,120,120,120,120
0613,Cubchoo,ice,"Snow Cloak, Slush Rush, Rattled",55,70,40,60,40,40
0614,Beartic,ice,"Snow Cloak, Slush Rush, Swift Swim",95,130,80,70,80,50
0615,Cryogonal,ice,Levitate,80,50,50,95,135,105
0646,Kyurem,"dragon, ice",Pressure,125,130,90,130,90,95
0646,Kyurem,"dragon, ice",Teravolt,125,170,100,120,90,95
0646,Kyurem,"dragon, ice",Turboblaze,125,120,90,170,100,95
0712,Bergmite,ice,"Own Tempo, Ice Body, Sturdy",55,69,85,32,35,28
0713,Avalugg,ice,"Own Tempo, Ice Body, Sturdy",95,117,184,44,46,28
0713,Avalugg,"ice, rock","Strong Jaw, Ice Body, Sturdy",95,127,184,34,36,38
0740,Crabominable,"fighting, ice","Hyper Cutter, Iron Fist, Anger Point",97,132,77,62,67,43
0872,Snom,"ice, bug","Shield Dust, Ice Scales",30,25,35,45,30,20
0873,Frosmoth,"ice, bug","Shield Dust, Ice Scales",70,65,60,125,90,65
0875,Eiscue,ice,Ice Face,75,80,110,65,90,50
0875,Eiscue,ice,Ice Face,75,80,70,65,50,130
0896,Glastrier,ice,Chilling Neigh,100,145,130,65,110,30
0898,Calyrex,"psychic, ice",As One - Unnerve Chilling Neigh,100,165,150,85,130,50
0974,Cetoddle,ice,"Thick Fat, Snow Cloak, Sheer Force",108,68,45,30,40,43
0975,Cetitan,ice,"Thick Fat, Slush Rush, Sheer Force",170,113,65,45,55,73
0991,Iron Bundle,"ice, water",Quark Drive,56,80,114,124,60,136
0996,Frigibax,"dragon, ice","Thermal Exchange, Ice Body",65,75,45,35,45,55
0997,Arctibax,"dragon, ice","Thermal Exchange, Ice Body",90,95,66,45,65,62
0998,Baxcalibur,"dragon, ice","Thermal Exchange, Ice Body",115,145,92,75,86,87
1002,Chien-Pao,"dark, ice",Sword of Ruin,80,120,80,90,65,135
0039,Jigglypuff,"normal, fairy","Cute Charm, Competitive, Friend Guard",115,45,20,45,25,20
0040,Wigglytuff,"normal, fairy","Cute Charm, Competitive, Frisk",140,70,45,85,50,45
0052,Meowth,normal,"Pickup, Technician, Unnerve",40,45,35,40,40,90
0053,Persian,normal,"Limber, Technician, Unnerve",65,70,60,65,65,115
0084,Doduo,"normal, flying","Run Away, Early Bird, Tangled Feet",35,85,45,35,35,75
0085,Dodrio,"normal, flying","Run Away, Early Bird, Tangled Feet",60,110,70,60,60,110
0113,Chansey,normal,"Natural Cure, Serene Grace, Healer",250,5,5,35,105,50
0128,Tauros,normal,"Intimidate, Anger Point, Sheer Force",75,100,95,40,70,110
0132,Ditto,normal,"Limber, Imposter",48,48,48,48,48,48
0133,Eevee,normal,"Run Away, Adaptability, Anticipation",55,55,50,45,65,55
0137,Porygon,normal,"Trace, Download, Analytic",65,60,70,85,75,40
0143,Snorlax,normal,"Immunity, Thick Fat, Gluttony",160,110,65,65,110,30
0161,Sentret,normal,"Run Away, Keen Eye, Frisk",35,46,34,35,45,20
0162,Furret,normal,"Run Away, Keen Eye, Frisk",85,76,64,45,55,90
0163,Hoothoot,"normal, flying","Insomnia, Keen Eye, Tinted Lens",60,30,30,36,56,50
0164,Noctowl,"normal, flying","Insomnia, Keen Eye, Tinted Lens",100,50,50,86,96,70
0174,Igglybuff,"normal, fairy","Cute Charm, Competitive, Friend Guard",90,30,15,40,20,15
0190,Aipom,normal,"Run Away, Pickup, Skill Link",55,70,55,40,55,85
0203,Girafarig,"normal, psychic","Inner Focus, Early Bird, Sap Sipper",70,80,65,90,65,85
0206,Dunsparce,normal,"Serene Grace, Run Away, Rattled",100,70,70,65,65,45
0216,Teddiursa,normal,"Pickup, Quick Feet, Honey Gather",60,80,50,50,50,40
0217,Ursaring,normal,"Guts, Quick Feet, Unnerve",90,130,75,75,75,55
0233,Porygon2,normal,"Trace, Download, Analytic",85,80,90,105,95,60
0234,Stantler,normal,"Intimidate, Frisk, Sap Sipper",73,95,62,85,65,85
0235,Smeargle,normal,"Own Tempo, Technician, Moody",55,20,35,20,45,75
0242,Blissey,normal,"Natural Cure, Serene Grace, Healer",255,10,10,75,135,55
0287,Slakoth,normal,Truant,60,60,60,35,35,30
0288,Vigoroth,normal,Vital Spirit,80,80,80,55,55,90
0289,Slaking,normal,Truant,150,160,100,95,65,100
0298,Azurill,"normal, fairy","Thick Fat, Huge Power, Sap Sipper",50,20,40,20,40,20
0333,Swablu,"normal, flying","Natural Cure, Cloud Nine",45,40,60,40,75,50
0335,Zangoose,normal,"Immunity, Toxic Boost",73,115,60,60,60,90
0396,Starly,"normal, flying","Keen Eye, Reckless",40,55,30,30,30,60
0397,Staravia,"normal, flying","Intimidate, Reckless",55,75,50,40,40,80
0398,Staraptor,"normal, flying","Intimidate, Reckless",85,120,70,50,60,100
0424,Ambipom,normal,"Technician, Pickup, Skill Link",75,100,66,60,66,115
0440,Happiny,normal,"Natural Cure, Serene Grace, Friend Guard",100,5,5,15,65,30
0446,Munchlax,normal,"Pickup, Thick Fat, Gluttony",135,85,40,40,85,5
0474,Porygon-Z,normal,"Adaptability, Download, Analytic",85,80,70,135,75,90
0486,Regigigas,normal,Slow Start,110,160,110,80,110,100
0493,Arceus,normal,Multitype,120,120,120,120,120,120
0570,Zorua,"normal, ghost","Illusion, Illusion",35,60,40,85,40,70
0571,Zoroark,"normal, ghost","Illusion, Illusion",55,100,60,125,60,110
0572,Minccino,normal,"Cute Charm, Technician, Skill Link",55,50,40,40,40,75
0573,Cinccino,normal,"Cute Charm, Technician, Skill Link",75,95,60,65,60,115
0585,Deerling,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",60,60,50,40,50,75
0586,Sawsbuck,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",80,100,70,60,70,95
0627,Rufflet,"normal, flying","Keen Eye, Sheer Force, Hustle",70,83,50,37,50,60
0628,Braviary,"normal, flying","Keen Eye, Sheer Force, Defiant",100,123,75,57,75,80
0648,Meloetta,"normal, psychic",Serene Grace,100,77,77,128,128,90
0661,Fletchling,"normal, flying","Big Pecks, Gale Wings",45,50,43,40,38,62
0667,Litleo,"fire, normal","Rivalry, Unnerve, Moxie",62,50,58,73,54,72
0668,Pyroar,"fire, normal","Rivalry, Unnerve, Moxie",86,68,72,109,66,106
0731,Pikipek,"normal, flying","Keen Eye, Skill Link, Pickup",35,75,30,30,30,65
0732,Trumbeak,"normal, flying","Keen Eye, Skill Link, Pickup",55,85,50,40,50,75
0733,Toucannon,"normal, flying","Keen Eye, Skill Link, Sheer Force",80,120,75,75,75,60
0734,Yungoos,normal,"Stakeout, Strong Jaw, Adaptability",48,70,30,30,30,45
0735,Gumshoos,normal,"Stakeout, Strong Jaw, Adaptability",88,110,60,55,60,45
0765,Oranguru,"normal, psychic","Inner Focus, Telepathy, Symbiosis",90,60,80,90,110,60
0775,Komala,normal,Comatose,65,115,65,75,95,65
0819,Skwovet,normal,"Cheek Pouch, Gluttony",70,55,55,35,35,25
0820,Greedent,normal,"Cheek Pouch, Gluttony",120,95,95,55,75,20
0876,Indeedee,"psychic, normal","Inner Focus, Synchronize, Psychic Surge",60,65,55,105,95,95
0876,Indeedee,"psychic, normal","Own Tempo, Synchronize, Psychic Surge",70,55,65,95,105,85
0899,Wyrdeer,"normal, psychic","Intimidate, Frisk, Sap Sipper",103,105,72,105,75,65
0901,Ursaluna,"ground, normal","Guts, Bulletproof, Unnerve",130,140,105,45,80,50
0901,Ursaluna,"ground, normal",Mind's Eye,113,70,120,135,65,52
0915,Lechonk,normal,"Aroma Veil, Gluttony, Thick Fat",54,45,40,35,45,35
0916,Oinkologne,normal,"Lingering Aroma, Gluttony, Thick Fat",110,100,75,59,80,65
0916,Oinkologne,normal,"Aroma Veil, Gluttony, Thick Fat",115,90,70,59,90,65
0924,Tandemaus,normal,"Run Away, Pickup, Own Tempo",50,50,45,40,45,75
0925,Maushold,normal,"Friend Guard, Cheek Pouch, Technician",74,75,70,65,75,111
0925,Maushold,normal,"Friend Guard, Cheek Pouch, Technician",74,75,70,65,75,111
0928,Smoliv,"grass, normal","Early Bird, Harvest",41,35,45,58,51,30
0929,Dolliv,"grass, normal","Early Bird, Harvest",52,53,60,78,78,33
0930,Arboliva,"grass, normal","Seed Sower, Harvest",78,69,90,125,109,39
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Guts",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Guts",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Sheer Force",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Sheer Force",82,96,51,45,51,92
0944,Shroodle,"poison, normal","Unburden, Pickpocket, Prankster",40,65,35,40,35,75
0945,Grafaiai,"poison, normal","Unburden, Poison Touch, Prankster",63,95,65,80,72,110
0967,Cyclizar,"dragon, normal","Shed Skin, Regenerator",70,95,65,85,65,121
0981,Farigiraf,"normal, psychic","Cud Chew, Armor Tail, Sap Sipper",120,90,70,110,70,60
0982,Dudunsparce,normal,"Serene Grace, Run Away, Rattled",125,100,80,85,75,55
0982,Dudunsparce,normal,"Serene Grace, Run Away, Rattled",125,100,80,85,75,55
1024,Terapagos,normal,Tera Shift,90,65,85,65,85,60
1024,Terapagos,normal,Tera Shell,95,95,110,105,110,85
1024,Terapagos,normal,Teraform Zero,160,105,110,130,110,85
0001,Bulbasaur,"grass, poison","Overgrow, Chlorophyll",45,49,49,65,65,45
0002,Ivysaur,"grass, poison","Overgrow, Chlorophyll",60,62,63,80,80,60
0003,Venusaur,"grass, poison","Overgrow, Chlorophyll",80,82,83,100,100,80
0023,Ekans,poison,"Intimidate, Shed Skin, Unnerve",35,60,44,40,54,55
0024,Arbok,poison,"Intimidate, Shed Skin, Unnerve",60,95,69,65,79,80
0043,Oddish,"grass, poison","Chlorophyll, Run Away",45,50,55,75,65,30
0044,Gloom,"grass, poison","Chlorophyll, Stench",60,65,70,85,75,40
0045,Vileplume,"grass, poison","Chlorophyll, Effect Spore",75,80,85,110,90,50
0048,Venonat,"bug, poison","Compoundeyes, Tinted Lens, Run Away",60,55,50,40,55,45
0049,Venomoth,"bug, poison","Shield Dust, Tinted Lens, Wonder Skin",70,65,60,90,75,90
0069,Bellsprout,"grass, poison","Chlorophyll, Gluttony",50,75,35,70,30,40
0070,Weepinbell,"grass, poison","Chlorophyll, Gluttony",65,90,50,85,45,55
0071,Victreebel,"grass, poison","Chlorophyll, Gluttony",80,105,65,100,70,70
0072,Tentacool,"water, poison","Clear Body, Liquid Ooze, Rain Dish",40,40,35,50,100,70
0073,Tentacruel,"water, poison","Clear Body, Liquid Ooze, Rain Dish",80,70,65,80,120,100
0080,Slowbro,"poison, psychic","Quick Draw, Own Tempo, Regenerator",95,100,95,100,70,30
0088,Grimer,poison,"Stench, Sticky Hold, Poison Touch",80,80,50,40,50,25
0088,Grimer,"poison, dark","Poison Touch, Gluttony, Power of Alchemy",80,80,50,40,50,25
0089,Muk,poison,"Stench, Sticky Hold, Poison Touch",105,105,75,65,100,50
0089,Muk,"poison, dark","Poison Touch, Gluttony, Power of Alchemy",105,105,75,65,100,50
0092,Gastly,"ghost, poison",Levitate,30,35,30,100,35,80
0093,Haunter,"ghost, poison",Levitate,45,50,45,115,55,95
0094,Gengar,"ghost, poison",Cursed Body,60,65,60,130,75,110
0109,Koffing,poison,"Levitate, Neutralizing Gas, Stench",40,65,95,60,45,35
0110,Weezing,poison,"Levitate, Neutralizing Gas, Stench",65,90,120,85,70,60
0110,Weezing,"poison, fairy","Levitate, Neutralizing Gas, Misty Surge",65,90,120,85,70,60
0167,Spinarak,"bug, poison","Swarm, Insomnia, Sniper",40,60,40,40,40,30
0168,Ariados,"bug, poison","Swarm, Insomnia, Sniper",70,90,70,60,70,40
0194,Wooper,"poison, ground","Poison Point, Water Absorb, Unaware",55,45,45,25,25,15
0199,Slowking,"poison, psychic","Curious Medicine, Own Tempo, Regenerator",95,65,80,110,110,30
0211,Qwilfish,"water, poison","Poison Point, Swift Swim, Intimidate",65,95,85,55,55,85
0211,Qwilfish,"dark, poison","Poison Point, Swift Swim, Intimidate",65,95,85,55,55,85
0215,Sneasel,"fighting, poison","Inner Focus, Keen Eye, Pickpocket",55,95,55,35,75,115
0316,Gulpin,poison,"Liquid Ooze, Sticky Hold, Gluttony",70,43,53,43,53,40
0317,Swalot,poison,"Liquid Ooze, Sticky Hold, Gluttony",100,73,83,73,83,55
0336,Seviper,poison,"Shed Skin, Infiltrator",73,100,60,100,60,65
0434,Stunky,"poison, dark","Stench, Aftermath, Keen Eye",63,63,47,41,41,74
0435,Skuntank,"poison, dark","Stench, Aftermath, Keen Eye",103,93,67,71,61,84
0453,Croagunk,"poison, fighting","Anticipation, Dry Skin, Poison Touch",48,61,40,61,40,50
0454,Toxicroak,"poison, fighting","Anticipation, Dry Skin, Poison Touch",83,106,65,86,65,85
0493,Arceus,poison,Multitype,120,120,120,120,120,120
0590,Foongus,"grass, poison","Effect Spore, Regenerator",69,55,45,55,55,15
0591,Amoonguss,"grass, poison","Effect Spore, Regenerator",114,85,70,85,80,30
0690,Skrelp,"poison, water","Poison Point, Poison Touch, Adaptability",50,60,60,60,60,30
0691,Dragalge,"poison, dragon","Poison Point, Poison Touch, Adaptability",65,75,90,97,123,44
0747,Mareanie,"poison, water","Merciless, Limber, Regenerator",50,53,62,43,52,45
0748,Toxapex,"poison, water","Merciless, Limber, Regenerator",50,63,152,53,142,35
0757,Salandit,"poison, fire","Corrosion, Oblivious",48,44,40,71,40,77
0758,Salazzle,"poison, fire","Corrosion, Oblivious",68,64,60,111,60,117
0848,Toxel,"electric, poison","Rattled, Static, Klutz",40,38,35,54,35,40
0849,Toxtricity,"electric, poison","Punk Rock, Plus, Technician",75,98,70,114,70,75
0890,Eternatus,"poison, dragon",Pressure,140,85,95,145,95,130
0903,Sneasler,"fighting, poison","Pressure, Unburden, Poison Touch",80,130,60,40,80,120
0904,Overqwil,"dark, poison","Poison Point, Swift Swim, Intimidate",85,115,95,65,65,85
0944,Shroodle,"poison, normal","Unburden, Pickpocket, Prankster",40,65,35,40,35,75
0945,Grafaiai,"poison, normal","Unburden, Poison Touch, Prankster",63,95,65,80,72,110
0965,Varoom,"steel, poison","Overcoat, Slow Start",45,70,63,30,45,47
0966,Revavroom,"steel, poison","Overcoat, Filter",80,119,90,54,67,90
0969,Glimmet,"rock, poison","Toxic Debris, Corrosion",48,35,42,105,60,60
0970,Glimmora,"rock, poison","Toxic Debris, Corrosion",83,55,90,130,81,86
0980,Clodsire,"poison, ground","Poison Point, Water Absorb, Unaware",130,75,60,45,100,20
0994,Iron Moth,"fire, poison",Quark Drive,80,70,60,140,110,110
1014,Okidogi,"poison, fighting","Toxic Chain, Guard Dog",88,128,115,58,86,80
1015,Munkidori,"poison, psychic","Toxic Chain, Frisk",88,75,66,130,90,106
1016,Fezandipiti,"poison, fairy","Toxic Chain, Technician",88,91,82,70,125,99
1025,Pecharunt,"poison, ghost",Poison Puppeteer,88,88,160,88,88,88
0026,Raichu,"electric, psychic","Surge Surfer, Surge Surfer",60,85,50,95,85,110
0079,Slowpoke,"water, psychic","Oblivious, Own Tempo, Regenerator",90,65,65,40,40,15
0079,Slowpoke,psychic,"Gluttony, Own Tempo, Regenerator",90,65,65,40,40,15
0080,Slowbro,"water, psychic","Oblivious, Own Tempo, Regenerator",95,75,110,100,80,30
0080,Slowbro,"poison, psychic","Quick Draw, Own Tempo, Regenerator",95,100,95,100,70,30
0096,Drowzee,psychic,"Insomnia, Forewarn, Inner Focus",60,48,45,43,90,42
0097,Hypno,psychic,"Insomnia, Forewarn, Inner Focus",85,73,70,73,115,67
0102,Exeggcute,"grass, psychic","Chlorophyll, Harvest",60,40,80,60,45,40
0103,Exeggutor,"grass, psychic","Chlorophyll, Harvest",95,95,85,125,75,55
0144,Articuno,"psychic, flying","Competitive, Competitive",90,85,85,125,100,95
0150,Mewtwo,psychic,"Pressure, Unnerve",106,110,90,154,90,130
0151,Mew,psychic,Synchronize,100,100,100,100,100,100
0196,Espeon,psychic,"Synchronize, Magic Bounce",65,65,60,130,95,110
0199,Slowking,"water, psychic","Oblivious, Own Tempo, Regenerator",95,75,80,100,110,30
0199,Slowking,"poison, psychic","Curious Medicine, Own Tempo, Regenerator",95,65,80,110,110,30
0203,Girafarig,"normal, psychic","Inner Focus, Early Bird, Sap Sipper",70,80,65,90,65,85
0249,Lugia,"psychic, flying","Pressure, Multiscale",106,90,130,90,154,110
0280,Ralts,"psychic, fairy","Synchronize, Trace, Telepathy",28,25,25,45,35,40
0281,Kirlia,"psychic, fairy","Synchronize, Trace, Telepathy",38,35,35,65,55,50
0282,Gardevoir,"psychic, fairy","Synchronize, Trace, Telepathy",68,65,65,125,115,80
0307,Meditite,"fighting, psychic","Pure Power, Telepathy",30,40,55,40,55,60
0308,Medicham,"fighting, psychic","Pure Power, Telepathy",60,60,75,60,75,80
0325,Spoink,psychic,"Thick Fat, Own Tempo, Gluttony",60,25,35,70,80,60
0326,Grumpig,psychic,"Thick Fat, Own Tempo, Gluttony",80,45,65,90,110,80
0358,Chimecho,psychic,Levitate,75,50,80,95,90,65
0374,Beldum,"steel, psychic","Clear Body, Light Metal",40,55,80,35,60,30
0375,Metang,"steel, psychic","Clear Body, Light Metal",60,75,100,55,80,50
0376,Metagross,"steel, psychic","Clear Body, Light Metal",80,135,130,95,90,70
0380,Latias,"dragon, psychic",Levitate,80,80,90,110,130,110
0381,Latios,"dragon, psychic",Levitate,80,90,80,130,110,110
0385,Jirachi,"steel, psychic",Serene Grace,100,100,100,100,100,100
0386,Deoxys,psychic,Pressure,50,150,50,150,50,150
0433,Chingling,psychic,Levitate,45,30,50,65,50,45
