No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0346,Cradily,"rock, grass","Suction Cups, Storm Drain",86,81,97,81,107,43
0357,Tropius,"grass, flying","Chlorophyll, Solar Power, Harvest",99,68,83,72,87,51
0387,Turtwig,grass,"Overgrow, Shell Armor",55,68,64,45,55,31
0388,Grotle,grass,"Overgrow, Shell Armor",75,89,85,55,65,36
0389,Torterra,"grass, ground","Overgrow, Shell Armor",95,109,105,75,85,56
0406,Budew,"grass, poison","Natural Cure, Poison Point, Leaf Guard",40,30,35,50,70,55
0407,Roserade,"grass, poison","Natural Cure, Poison Point, Technician",60,70,65,125,105,90
0413,Wormadam,"bug, grass","Anticipation, Overcoat",60,59,85,79,105,36
0420,Cherubi,grass,Chlorophyll,45,35,45,62,53,35
0421,Cherrim,grass,Flower Gift,70,60,70,87,78,85
0455,Carnivine,grass,Levitate,74,100,72,90,72,46
0459,Snover,"grass, ice","Snow Warning, Soundproof",60,62,50,62,60,40
0460,Abomasnow,"grass, ice","Snow Warning, Soundproof",90,92,75,92,85,60
0460,Abomasnow,"grass, ice",Snow Warning,90,132,105,132,105,30
0465,Tangrowth,grass,"Chlorophyll, Leaf Guard, Regenerator",100,100,125,110,50,50
0470,Leafeon,grass,"Leaf Guard, Chlorophyll",65,110,130,60,65,95
0479,Rotom,"electric, grass",Levitate,50,65,107,105,107,86
0492,Shaymin,grass,Natural Cure,100,100,100,100,100,100
0492,Shaymin,"grass, flying",Serene Grace,100,103,75,120,75,127
0493,Arceus,grass,Multitype,120,120,120,120,120,120
0495,Snivy,grass,"Overgrow, Contrary",45,45,55,45,55,63
0496,Servine,grass,"Overgrow, Contrary",60,60,75,60,75,83
0497,Serperior,grass,"Overgrow, Contrary",75,75,95,75,95,113
0511,Pansage,grass,"Gluttony, Overgrow",50,53,48,53,48,64
0512,Simisage,grass,"Gluttony, Overgrow",75,98,63,98,63,101
0540,Sewaddle,"bug, grass","Swarm, Chlorophyll, Overcoat",45,53,70,40,60,42
0541,Swadloon,"bug, grass","Leaf Guard, Chlorophyll, Overcoat",55,63,90,50,80,42
0542,Leavanny,"bug, grass","Swarm, Chlorophyll, Overcoat",75,103,80,70,80,92
0546,Cottonee,"grass, fairy","Prankster, Infiltrator, Chlorophyll",40,27,60,37,50,66
0547,Whimsicott,"grass, fairy","Prankster, Infiltrator, Chlorophyll",60,67,85,77,75,116
0548,Petilil,grass,"Chlorophyll, Own Tempo, Leaf Guard",45,35,50,70,50,30
0549,Lilligant,grass,"Chlorophyll, Own Tempo, Leaf Guard",70,60,75,110,75,90
0556,Maractus,grass,"Water Absorb, Chlorophyll, Storm Drain",75,86,67,106,67,60
0585,Deerling,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",60,60,50,40,50,75
0586,Sawsbuck,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",80,100,70,60,70,95
0590,Foongus,"grass, poison","Effect Spore, Regenerator",69,55,45,55,55,15
0591,Amoonguss,"grass, poison","Effect Spore, Regenerator",114,85,70,85,80,30
0597,Ferroseed,"grass, steel",Iron Barbs,44,50,91,24,86,10
0598,Ferrothorn,"grass, steel","Iron Barbs, Anticipation",74,94,131,54,116,20
0640,Virizion,"grass, fighting",Justified,91,90,72,90,129,108
0650,Chespin,grass,"Overgrow, Bulletproof",56,61,65,48,45,38
0651,Quilladin,grass,"Overgrow, Bulletproof",61,78,95,56,58,57
0652,Chesnaught,"grass, fighting","Overgrow, Bulletproof",88,107,122,74,75,64
0672,Skiddo,grass,"Sap Sipper, Grass Pelt",66,65,48,62,57,52
0673,Gogoat,grass,"Sap Sipper, Grass Pelt",123,100,62,97,81,68
0708,Phantump,"ghost, grass","Natural Cure, Frisk, Harvest",43,70,48,50,60,38
0709,Trevenant,"ghost, grass","Natural Cure, Frisk, Harvest",85,110,76,65,82,56
0710,Pumpkaboo,"ghost, grass","Pickup, Frisk, Insomnia",49,66,70,44,55,51
0710,Pumpkaboo,"ghost, grass","Pickup, Frisk, Insomnia",44,66,70,44,55,56
0710,Pumpkaboo,"ghost, grass","Pickup, Frisk, Insomnia",54,66,70,44,55,46
0710,Pumpkaboo,"ghost, grass","Pickup, Frisk, Insomnia",59,66,70,44,55,41
0711,Gourgeist,"ghost, grass","Pickup, Frisk, Insomnia",65,90,122,58,75,84
0711,Gourgeist,"ghost, grass","Pickup, Frisk, Insomnia",55,85,122,58,75,99
0711,Gourgeist,"ghost, grass","Pickup, Frisk, Insomnia",75,95,122,58,75,69
0711,Gourgeist,"ghost, grass","Pickup, Frisk, Insomnia",85,100,122,58,75,54
0722,Rowlet,"grass, flying","Overgrow, Long Reach",68,55,55,50,50,42
0723,Dartrix,"grass, flying","Overgrow, Long Reach",78,75,75,70,70,52
0724,Decidueye,"grass, ghost","Overgrow, Long Reach",78,107,75,100,100,70
0753,Fomantis,grass,"Leaf Guard, Contrary",40,55,35,50,35,35
0754,Lurantis,grass,"Leaf Guard, Contrary",70,105,90,80,90,45
0755,Morelull,"grass, fairy","Illuminate, Effect Spore, Rain Dish",40,35,55,65,75,15
0756,Shiinotic,"grass, fairy","Illuminate, Effect Spore, Rain Dish",60,45,80,90,100,30
0761,Bounsweet,grass,"Leaf Guard, Oblivious, Sweet Veil",42,30,38,30,38,32
0762,Steenee,grass,"Leaf Guard, Oblivious, Sweet Veil",52,40,48,40,48,62
0763,Tsareena,grass,"Leaf Guard, Queenly Majesty, Sweet Veil",72,120,98,50,98,72
0773,Silvally,grass,RKS System,95,95,95,95,95,95
0781,Dhelmise,"ghost, grass",Steelworker,70,131,100,86,90,40
0787,Tapu Bulu,"grass, fairy","Grassy Surge, Telepathy",70,130,115,85,95,75
0798,Kartana,"grass, steel",Beast Boost,59,181,131,59,31,109
0027,Sandshrew,ground,"Sand Veil, Sand Rush",50,75,85,20,30,40
0028,Sandslash,ground,"Sand Veil, Sand Rush",75,100,110,45,55,65
0031,Nidoqueen,"poison, ground","Poison Point, Rivalry, Sheer Force",90,92,87,75,85,76
0034,Nidoking,"poison, ground","Poison Point, Rivalry, Sheer Force",81,102,77,85,75,85
0050,Diglett,ground,"Sand Veil, Arena Trap, Sand Force",10,55,25,35,45,95
0050,Diglett,"ground, steel","Sand Veil, Tangling Hair, Sand Force",10,55,30,35,45,90
0051,Dugtrio,ground,"Sand Veil, Arena Trap, Sand Force",35,100,50,50,70,120
0051,Dugtrio,"ground, steel","Sand Veil, Tangling Hair, Sand Force",35,100,60,50,70,110
0074,Geodude,"rock, ground","Rock Head, Sturdy, Sand Veil",40,80,100,30,30,20
0075,Graveler,"rock, ground","Rock Head, Sturdy, Sand Veil",55,95,115,45,45,35
0076,Golem,"rock, ground","Rock Head, Sturdy, Sand Veil",80,120,130,55,65,45
0095,Onix,"rock, ground","Rock Head, Sturdy, Weak Armor",35,45,160,30,45,70
0104,Cubone,ground,"Rock Head, Lightning Rod, Battle Armor",50,50,95,40,50,35
0105,Marowak,ground,"Rock Head, Lightning Rod, Battle Armor",60,80,110,50,80,45
0111,Rhyhorn,"ground, rock","Lightning Rod, Rock Head, Reckless",80,85,95,30,30,25
0112,Rhydon,"ground, rock","Lightning Rod, Rock Head, Reckless",105,130,120,45,45,40
0194,Wooper,"water, ground","Damp, Water Absorb, Unaware",55,45,45,25,25,15
0195,Quagsire,"water, ground","Damp, Water Absorb, Unaware",95,85,85,65,65,35
0207,Gligar,"ground, flying","Hyper Cutter, Sand Veil, Immunity",65,75,105,35,65,85
0208,Steelix,"steel, ground","Rock Head, Sturdy, Sheer Force",75,85,200,55,65,30
0208,Steelix,"steel, ground",Sand Force,75,125,230,55,95,30
0220,Swinub,"ice, ground","Oblivious, Snow Cloak, Thick Fat",50,50,40,30,30,50
0221,Piloswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",100,100,80,60,60,50
0231,Phanpy,ground,"Pickup, Sand Veil",90,60,60,40,40,40
0232,Donphan,ground,"Sturdy, Sand Veil",90,120,120,60,60,50
0246,Larvitar,"rock, ground","Guts, Sand Veil",50,64,50,45,50,41
0247,Pupitar,"rock, ground",Shed Skin,70,84,70,65,70,51
0259,Marshtomp,"water, ground","Torrent, Damp",70,85,70,60,70,50
0260,Swampert,"water, ground","Torrent, Damp",100,110,90,85,90,60
0260,Swampert,"water, ground",Swift Swim,100,150,110,95,110,70
0290,Nincada,"bug, ground","Compound Eyes, Run Away",31,45,90,30,30,40
0322,Numel,"fire, ground","Oblivious, Simple, Own Tempo",60,60,40,65,45,35
0323,Camerupt,"fire, ground","Magma Armor, Solid Rock, Anger Point",70,100,70,105,75,40
0323,Camerupt,"fire, ground",Sheer Force,70,120,100,145,105,20
0328,Trapinch,ground,"Hyper Cutter, Arena Trap, Sheer Force",45,100,45,45,45,10
0329,Vibrava,"ground, dragon",Levitate,50,70,50,50,50,70
0330,Flygon,"ground, dragon",Levitate,80,100,80,80,80,100
0339,Barboach,"water, ground","Oblivious, Anticipation, Hydration",50,48,43,46,41,60
0340,Whiscash,"water, ground","Oblivious, Anticipation, Hydration",110,78,73,76,71,60
0343,Baltoy,"ground, psychic",Levitate,40,40,55,40,70,55
0344,Claydol,"ground, psychic",Levitate,60,70,105,70,120,75
0383,Groudon,ground,Drought,100,150,140,100,90,90
0383,Groudon,"ground, fire",Desolate Land,100,180,160,150,90,90
0389,Torterra,"grass, ground","Overgrow, Shell Armor",95,109,105,75,85,56
0413,Wormadam,"bug, ground","Anticipation, Overcoat",60,79,105,59,85,36
0423,Gastrodon,"water, ground","Sticky Hold, Storm Drain, Sand Force",111,83,68,92,82,39
0443,Gible,"dragon, ground","Sand Veil, Rough Skin",58,70,45,40,45,42
0444,Gabite,"dragon, ground","Sand Veil, Rough Skin",68,90,65,50,55,82
0445,Garchomp,"dragon, ground","Sand Veil, Rough Skin",108,130,95,80,85,102
0445,Garchomp,"dragon, ground",Sand Force,108,170,115,120,95,92
0449,Hippopotas,ground,"Sand Stream, Sand Force",68,72,78,38,42,32
0450,Hippowdon,ground,"Sand Stream, Sand Force",108,112,118,68,72,47
0464,Rhyperior,"ground, rock","Lightning Rod, Solid Rock, Reckless",115,140,130,55,55,40
0472,Gliscor,"ground, flying","Hyper Cutter, Sand Veil, Poison Heal",75,95,125,45,75,95
0473,Mamoswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",110,130,80,70,60,80
0493,Arceus,ground,Multitype,120,120,120,120,120,120
0529,Drilbur,ground,"Sand Rush, Sand Force, Mold Breaker",60,85,40,30,45,68
0530,Excadrill,"ground, steel","Sand Rush, Sand Force, Mold Breaker",110,135,60,50,65,88
0536,Palpitoad,"water, ground","Swift Swim, Hydration, Water Absorb",75,65,55,65,55,69
0537,Seismitoad,"water, ground","Swift Swim, Poison Touch, Water Absorb",105,95,75,85,75,74
0551,Sandile,"ground, dark","Intimidate, Moxie, Anger Point",50,72,35,35,35,65
0552,Krokorok,"ground, dark","Intimidate, Moxie, Anger Point",60,82,45,45,45,74
0553,Krookodile,"ground, dark","Intimidate, Moxie, Anger Point",95,117,80,65,70,92
0618,Stunfisk,"ground, electric","Static, Limber, Sand Veil",109,66,84,81,99,32
0622,Golett,"ground, ghost","Iron Fist, Klutz, No Guard",59,74,50,35,50,35
0623,Golurk,"ground, ghost","Iron Fist, Klutz, No Guard",89,124,80,55,80,55
0645,Landorus,"ground, flying","Sand Force, Sheer Force",89,125,90,115,80,101
0645,Landorus,"ground, flying",Intimidate,89,145,90,105,80,91
0660,Diggersby,"normal, ground","Pickup, Cheek Pouch, Huge Power",85,56,77,50,77,78
0718,Zygarde,"dragon, ground",Aura Break,108,100,121,81,95,95
0718,Zygarde,"dragon, ground",Power Construct,54,100,71,61,85,115
0718,Zygarde,"dragon, ground",Power Construct,216,100,121,91,95,85
0749,Mudbray,ground,"Own Tempo, Stamina, Inner Focus",70,100,70,45,55,45
0750,Mudsdale,ground,"Own Tempo, Stamina, Inner Focus",100,125,100,55,85,35
0769,Sandygast,"ghost, ground","Water Compaction, Sand Veil",55,55,80,70,45,15
0770,Palossand,"ghost, ground","Water Compaction, Sand Veil",85,75,110,100,75,35
0773,Silvally,ground,RKS System,95,95,95,95,95,95
0027,Sandshrew,"ice, steel","Snow Cloak, Slush Rush",50,75,90,10,35,40
0028,Sandslash,"ice, steel","Snow Cloak, Slush Rush",75,100,120,25,65,65
0037,Vulpix,ice,"Snow Cloak, Snow Warning",38,41,40,50,65,65
0038,Ninetales,"ice, fairy","Snow Cloak, Snow Warning",73,67,75,81,100,109
0087,Dewgong,"water, ice","Thick Fat, Hydration, Ice Body",90,70,80,70,95,70
0091,Cloyster,"water, ice","Shell Armor, Skill Link, Overcoat",50,95,180,85,45,70
0124,Jynx,"ice, psychic","Oblivious, Forewarn, Dry Skin",65,50,35,115,95,95
0131,Lapras,"water, ice","Water Absorb, Shell Armor, Hydration",130,85,80,85,95,60
0144,Articuno,"ice, flying","Pressure, Snow Cloak",90,85,100,95,125,85
0215,Sneasel,"dark, ice","Inner Focus, Keen Eye, Pickpocket",55,95,55,35,75,115
0220,Swinub,"ice, ground","Oblivious, Snow Cloak, Thick Fat",50,50,40,30,30,50
0221,Piloswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",100,100,80,60,60,50
0225,Delibird,"ice, flying","Vital Spirit, Hustle, Insomnia",45,55,45,65,45,75
0238,Smoochum,"ice, psychic","Oblivious, Forewarn, Hydration",45,30,15,85,65,65
0351,Castform,ice,Forecast,70,70,70,70,70,70
0361,Snorunt,ice,"Inner Focus, Ice Body, Moody",50,50,50,50,50,50
0362,Glalie,ice,"Inner Focus, Ice Body, Moody",80,80,80,80,80,80
0362,Glalie,ice,Refrigerate,80,120,80,120,80,100
0363,Spheal,"ice, water","Thick Fat, Ice Body, Oblivious",70,40,50,55,50,25
0364,Sealeo,"ice, water","Thick Fat, Ice Body, Oblivious",90,60,70,75,70,45
0365,Walrein,"ice, water","Thick Fat, Ice Body, Oblivious",110,80,90,95,90,65
0378,Regice,ice,"Clear Body, Ice Body",80,50,100,100,200,50
0459,Snover,"grass, ice","Snow Warning, Soundproof",60,62,50,62,60,40
0460,Abomasnow,"grass, ice","Snow Warning, Soundproof",90,92,75,92,85,60
0460,Abomasnow,"grass, ice",Snow Warning,90,132,105,132,105,30
0461,Weavile,"dark, ice","Pressure, Pickpocket",70,120,65,45,85,125
0471,Glaceon,ice,"Snow Cloak, Ice Body",65,60,110,130,95,65
0473,Mamoswine,"ice, ground","Oblivious, Snow Cloak, Thick Fat",110,130,80,70,60,80
0478,Froslass,"ice, ghost","Snow Cloak, Cursed Body",70,80,70,80,70,110
0479,Rotom,"electric, ice",Levitate,50,65,107,105,107,86
0493,Arceus,ice,Multitype,120,120,120,120,120,120
0582,Vanillite,ice,"Ice Body, Snow Cloak, Weak Armor",36,50,50,65,60,44
0583,Vanillish,ice,"Ice Body, Snow Cloak, Weak Armor",51,65,65,80,75,59
0584,Vanilluxe,ice,"Ice Body, Snow Warning, Weak Armor",71,95,85,110,95,79
0613,Cubchoo,ice,"Snow Cloak, Slush Rush, Rattled",55,70,40,60,40,40
0614,Beartic,ice,"Snow Cloak, Slush Rush, Swift Swim",95,130,80,70,80,50
0615,Cryogonal,ice,Levitate,80,50,50,95,135,105
0646,Kyurem,"dragon, ice",Pressure,125,130,90,130,90,95
0646,Kyurem,"dragon, ice",Teravolt,125,170,100,120,90,95
0646,Kyurem,"dragon, ice",Turboblaze,125,120,90,170,100,95
0698,Amaura,"rock, ice","Refrigerate, Snow Warning",77,59,50,67,63,46
0699,Aurorus,"rock, ice","Refrigerate, Snow Warning",123,77,72,99,92,58
0712,Bergmite,ice,"Own Tempo, Ice Body, Sturdy",55,69,85,32,35,28
0713,Avalugg,ice,"Own Tempo, Ice Body, Sturdy",95,117,184,44,46,28
0740,Crabominable,"fighting, ice","Hyper Cutter, Iron Fist, Anger Point",97,132,77,62,67,43
0773,Silvally,ice,RKS System,95,95,95,95,95,95
0016,Pidgey,"normal, flying","Keen Eye, Tangled Feet, Big Pecks",40,45,40,35,35,56
0017,Pidgeotto,"normal, flying","Keen Eye, Tangled Feet, Big Pecks",63,60,55,50,50,71
0018,Pidgeot,"normal, flying","Keen Eye, Tangled Feet, Big Pecks",83,80,75,70,70,101
0018,Pidgeot,"normal, flying",No Guard,83,80,80,135,80,121
0019,Rattata,normal,"Run Away, Guts, Hustle",30,56,35,25,35,72
0019,Rattata,"dark, normal","Gluttony, Hustle, Thick Fat",30,56,35,25,35,72
0020,Raticate,normal,"Run Away, Guts, Hustle",55,81,60,50,70,97
0020,Raticate,"dark, normal","Gluttony, Hustle, Thick Fat",75,71,70,40,80,77
0021,Spearow,"normal, flying","Keen Eye, Sniper",40,60,30,31,31,70
0022,Fearow,"normal, flying","Keen Eye, Sniper",65,90,65,61,61,100
0039,Jigglypuff,"normal, fairy","Cute Charm, Competitive, Friend Guard",115,45,20,45,25,20
0040,Wigglytuff,"normal, fairy","Cute Charm, Competitive, Frisk",140,70,45,85,50,45
0052,Meowth,normal,"Pickup, Technician, Unnerve",40,45,35,40,40,90
0053,Persian,normal,"Limber, Technician, Unnerve",65,70,60,65,65,115
0083,Farfetch'd,"normal, flying","Keen Eye, Inner Focus, Defiant",52,90,55,58,62,60
0084,Doduo,"normal, flying","Run Away, Early Bird, Tangled Feet",35,85,45,35,35,75
0085,Dodrio,"normal, flying","Run Away, Early Bird, Tangled Feet",60,110,70,60,60,110
0108,Lickitung,normal,"Own Tempo, Oblivious, Cloud Nine",90,55,75,60,75,30
0113,Chansey,normal,"Natural Cure, Serene Grace, Healer",250,5,5,35,105,50
0115,Kangaskhan,normal,"Early Bird, Scrappy, Inner Focus",105,95,80,40,80,90
0115,Kangaskhan,normal,Parental Bond,105,125,100,60,100,100
0128,Tauros,normal,"Intimidate, Anger Point, Sheer Force",75,100,95,40,70,110
0132,Ditto,normal,"Limber, Imposter",48,48,48,48,48,48
0133,Eevee,normal,"Run Away, Adaptability, Anticipation",55,55,50,45,65,55
0133,Eevee,normal,"Run Away, Adaptability, Anticipation",65,75,70,65,85,75
0137,Porygon,normal,"Trace, Download, Analytic",65,60,70,85,75,40
0143,Snorlax,normal,"Immunity, Thick Fat, Gluttony",160,110,65,65,110,30
0161,Sentret,normal,"Run Away, Keen Eye, Frisk",35,46,34,35,45,20
0162,Furret,normal,"Run Away, Keen Eye, Frisk",85,76,64,45,55,90
0163,Hoothoot,"normal, flying","Insomnia, Keen Eye, Tinted Lens",60,30,30,36,56,50
0164,Noctowl,"normal, flying","Insomnia, Keen Eye, Tinted Lens",100,50,50,86,96,70
0174,Igglybuff,"normal, fairy","Cute Charm, Competitive, Friend Guard",90,30,15,40,20,15
0190,Aipom,normal,"Run Away, Pickup, Skill Link",55,70,55,40,55,85
0203,Girafarig,"normal, psychic","Inner Focus, Early Bird, Sap Sipper",70,80,65,90,65,85
0206,Dunsparce,normal,"Serene Grace, Run Away, Rattled",100,70,70,65,65,45
0216,Teddiursa,normal,"Pickup, Quick Feet, Honey Gather",60,80,50,50,50,40
0217,Ursaring,normal,"Guts, Quick Feet, Unnerve",90,130,75,75,75,55
0233,Porygon2,normal,"Trace, Download, Analytic",85,80,90,105,95,60
0234,Stantler,normal,"Intimidate, Frisk, Sap Sipper",73,95,62,85,65,85
0235,Smeargle,normal,"Own Tempo, Technician, Moody",55,20,35,20,45,75
0241,Miltank,normal,"Thick Fat, Scrappy, Sap Sipper",95,80,105,40,70,100
0242,Blissey,normal,"Natural Cure, Serene Grace, Healer",255,10,10,75,135,55
0263,Zigzagoon,normal,"Pickup, Gluttony, Quick Feet",38,30,41,30,41,60
0264,Linoone,normal,"Pickup, Gluttony, Quick Feet",78,70,61,50,61,100
0276,Taillow,"normal, flying","Guts, Scrappy",40,55,30,30,30,85
0277,Swellow,"normal, flying","Guts, Scrappy",60,85,60,75,50,125
0287,Slakoth,normal,Truant,60,60,60,35,35,30
0288,Vigoroth,normal,Vital Spirit,80,80,80,55,55,90
0289,Slaking,normal,Truant,150,160,100,95,65,100
0293,Whismur,normal,"Soundproof, Rattled",64,51,23,51,23,28
0294,Loudred,normal,"Soundproof, Scrappy",84,71,43,71,43,48
0295,Exploud,normal,"Soundproof, Scrappy",104,91,63,91,73,68
0298,Azurill,"normal, fairy","Thick Fat, Huge Power, Sap Sipper",50,20,40,20,40,20
0300,Skitty,normal,"Cute Charm, Normalize, Wonder Skin",50,45,45,35,35,50
0301,Delcatty,normal,"Cute Charm, Normalize, Wonder Skin",70,65,65,55,55,90
0327,Spinda,normal,"Own Tempo, Tangled Feet, Contrary",60,60,60,60,60,60
0333,Swablu,"normal, flying","Natural Cure, Cloud Nine",45,40,60,40,75,50
0335,Zangoose,normal,"Immunity, Toxic Boost",73,115,60,60,60,90
0351,Castform,normal,Forecast,70,70,70,70,70,70
0352,Kecleon,normal,"Color Change, Protean",60,90,70,60,120,40
0396,Starly,"normal, flying","Keen Eye, Reckless",40,55,30,30,30,60
0397,Staravia,"normal, flying","Intimidate, Reckless",55,75,50,40,40,80
0398,Staraptor,"normal, flying","Intimidate, Reckless",85,120,70,50,60,100
0399,Bidoof,normal,"Simple, Unaware, Moody",59,45,40,35,40,31
0400,Bibarel,"normal, water","Simple, Unaware, Moody",79,85,60,55,60,71
0424,Ambipom,normal,"Technician, Pickup, Skill Link",75,100,66,60,66,115
0427,Buneary,normal,"Run Away, Klutz, Limber",55,66,44,44,56,85
0428,Lopunny,normal,"Cute Charm, Klutz, Limber",65,76,84,54,96,105
0428,Lopunny,"normal, fighting",Scrappy,65,136,94,54,96,135
0431,Glameow,normal,"Limber, Own Tempo, Keen Eye",49,55,42,42,37,85
0432,Purugly,normal,"Thick Fat, Own Tempo, Defiant",71,82,64,64,59,112
0440,Happiny,normal,"Natural Cure, Serene Grace, Friend Guard",100,5,5,15,65,30
0441,Chatot,"normal, flying","Keen Eye, Tangled Feet, Big Pecks",76,65,45,92,42,91
0446,Munchlax,normal,"Pickup, Thick Fat, Gluttony",135,85,40,40,85,5
0463,Lickilicky,normal,"Own Tempo, Oblivious, Cloud Nine",110,85,95,80,95,50
0474,Porygon-Z,normal,"Adaptability, Download, Analytic",85,80,70,135,75,90
0486,Regigigas,normal,Slow Start,110,160,110,80,110,100
0493,Arceus,normal,Multitype,120,120,120,120,120,120
0504,Patrat,normal,"Run Away, Keen Eye, Analytic",45,55,39,35,39,42
0505,Watchog,normal,"Illuminate, Keen Eye, Analytic",60,85,69,60,69,77
0506,Lillipup,normal,"Vital Spirit, Pickup, Run Away",45,60,45,25,45,55
0507,Herdier,normal,"Intimidate, Sand Rush, Scrappy",65,80,65,35,65,60
0508,Stoutland,normal,"Intimidate, Sand Rush, Scrappy",85,110,90,45,90,80
0519,Pidove,"normal, flying","Big Pecks, Super Luck, Rivalry",50,55,50,36,30,43
0520,Tranquill,"normal, flying","Big Pecks, Super Luck, Rivalry",62,77,62,50,42,65
0521,Unfezant,"normal, flying","Big Pecks, Super Luck, Rivalry",80,115,80,65,55,93
0531,Audino,normal,"Healer, Regenerator, Klutz",103,60,86,60,86,50
0531,Audino,"normal, fairy",Healer,103,60,126,80,126,50
0572,Minccino,normal,"Cute Charm, Technician, Skill Link",55,50,40,40,40,75
0573,Cinccino,normal,"Cute Charm, Technician, Skill Link",75,95,60,65,60,115
0585,Deerling,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",60,60,50,40,50,75
0586,Sawsbuck,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",80,100,70,60,70,95
0626,Bouffalant,normal,"Reckless, Sap Sipper, Soundproof",95,110,95,40,95,55
0627,Rufflet,"normal, flying","Keen Eye, Sheer Force, Hustle",70,83,50,37,50,60
0628,Braviary,"normal, flying","Keen Eye, Sheer Force, Defiant",100,123,75,57,75,80
0648,Meloetta,"normal, psychic",Serene Grace,100,77,77,128,128,90
0648,Meloetta,"normal, fighting",Serene Grace,100,128,90,77,77,128
0659,Bunnelby,normal,"Pickup, Cheek Pouch, Huge Power",38,36,38,32,36,57
0660,Diggersby,"normal, ground","Pickup, Cheek Pouch, Huge Power",85,56,77,50,77,78
0661,Fletchling,"normal, flying","Big Pecks, Gale Wings",45,50,43,40,38,62
0667,Litleo,"fire, normal","Rivalry, Unnerve, Moxie",62,50,58,73,54,72
0668,Pyroar,"fire, normal","Rivalry, Unnerve, Moxie",86,68,72,109,66,106
0676,Furfrou,normal,Fur Coat,75,80,60,65,90,102
0694,Helioptile,"electric, normal","Dry Skin, Sand Veil, Solar Power",44,38,33,61,43,70
0695,Heliolisk,"electric, normal","Dry Skin, Sand Veil, Solar Power",62,55,52,109,94,109
0731,Pikipek,"normal, flying","Keen Eye, Skill Link, Pickup",35,75,30,30,30,65
0732,Trumbeak,"normal, flying","Keen Eye, Skill Link, Pickup",55,85,50,40,50,75
0733,Toucannon,"normal, flying","Keen Eye, Skill Link, Sheer Force",80,120,75,75,75,60
0734,Yungoos,normal,"Stakeout, Strong Jaw, Adaptability",48,70,30,30,30,45
0735,Gumshoos,normal,"Stakeout, Strong Jaw, Adaptability",88,110,60,55,60,45
0759,Stufful,"normal, fighting","Fluffy, Klutz, Cute Charm",70,75,50,45,50,50
0760,Bewear,"normal, fighting","Fluffy, Klutz, Unnerve",120,125,80,55,60,60
0765,Oranguru,"normal, psychic","Inner Focus, Telepathy, Symbiosis",90,60,80,90,110,60
0772,Type: Null,normal,Battle Armor,95,95,95,95,95,59
0773,Silvally,normal,RKS System,95,95,95,95,95,95
0775,Komala,normal,Comatose,65,115,65,75,95,65
0780,Drampa,"normal, dragon","Berserk, Sap Sipper, Cloud Nine",78,60,85,135,91,36
0001,Bulbasaur,"grass, poison","Overgrow, Chlorophyll",45,49,49,65,65,45
0002,Ivysaur,"grass, poison","Overgrow, Chlorophyll",60,62,63,80,80,60
0003,Venusaur,"grass, poison","Overgrow, Chlorophyll",80,82,83,100,100,80
0003,Venusaur,"grass, poison",Thick Fat,80,100,123,122,120,80
0013,Weedle,"bug, poison","Shield Dust, Run Away",40,35,30,20,20,50
0014,Kakuna,"bug, poison",Shed Skin,45,25,50,25,25,35
0015,Beedrill,"bug, poison","Swarm, Sniper",65,90,40,45,80,75
0015,Beedrill,"bug, poison",Adaptability,65,150,40,15,80,145
0023,Ekans,poison,"Intimidate, Shed Skin, Unnerve",35,60,44,40,54,55
0024,Arbok,poison,"Intimidate, Shed Skin, Unnerve",60,95,69,65,79,80
0029,Nidoran♀,poison,"Poison Point, Rivalry, Hustle",55,47,52,40,40,41
0030,Nidorina,poison,"Poison Point, Rivalry, Hustle",70,62,67,55,55,56
0031,Nidoqueen,"poison, ground","Poison Point, Rivalry, Sheer Force",90,92,87,75,85,76
0032,Nidoran♂,poison,"Poison Point, Rivalry, Hustle",46,57,40,40,40,50
0033,Nidorino,poison,"Poison Point, Rivalry, Hustle",61,72,57,55,55,65
0034,Nidoking,"poison, ground","Poison Point, Rivalry, Sheer Force",81,102,77,85,75,85
0041,Zubat,"poison, flying","Inner Focus, Infiltrator",40,45,35,30,40,55
0042,Golbat,"poison, flying","Inner Focus, Infiltrator",75,80,70,65,75,90
0043,Oddish,"grass, poison","Chlorophyll, Run Away",45,50,55,75,65,30
0044,Gloom,"grass, poison","Chlorophyll, Stench",60,65,70,85,75,40
0045,Vileplume,"grass, poison","Chlorophyll, Effect Spore",75,80,85,110,90,50
0048,Venonat,"bug, poison","Compound Eyes, Tinted Lens, Run Away",60,55,50,40,55,45
0049,Venomoth,"bug, poison","Shield Dust, Tinted Lens, Wonder Skin",70,65,60,90,75,90
0069,Bellsprout,"grass, poison","Chlorophyll, Gluttony",50,75,35,70,30,40
0070,Weepinbell,"grass, poison","Chlorophyll, Gluttony",65,90,50,85,45,55
