No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0001,Bulbasaur,grass/poison,Overgrow/Chlorophyll,45,49,49,65,65,45
0002,Ivysaur,grass/poison,Overgrow/Chlorophyll,60,62,63,80,80,60
0003,Venusaur,grass/poison,Overgrow/Chlorophyll,80,82,83,100,100,80
0003,Venusaur,grass/poison,Overgrow/Chlorophyll,80,82,83,100,100,80
0043,Oddish,grass/poison,Chlorophyll/Run_Away,45,50,55,75,65,30
0044,Gloom,grass/poison,Chlorophyll/Stench,60,65,70,85,75,40
0045,Vileplume,grass/poison,Chlorophyll/Effect_Spore,75,80,85,110,90,50
0046,Paras,bug/grass,Effect_Spore/Dry_Skin/Damp,35,70,55,45,55,25
0047,Parasect,bug/grass,Effect_Spore/Dry_Skin/Damp,60,95,80,60,80,30
0069,Bellsprout,grass/poison,Chlorophyll/Gluttony,50,75,35,70,30,40
0070,Weepinbell,grass/poison,Chlorophyll/Gluttony,65,90,50,85,45,55
0071,Victreebel,grass/poison,Chlorophyll/Gluttony,80,105,65,100,70,70
0100,Voltorb,electric/grass,Soundproof/Static/Aftermath,40,30,50,55,55,100
0101,Electrode,electric/grass,Soundproof/Static/Aftermath,60,50,70,80,80,150
0102,Exeggcute,grass/psychic,Chlorophyll/Harvest,60,40,80,60,45,40
0103,Exeggutor,grass/psychic,Chlorophyll/Harvest,95,95,85,125,75,55
0103,Exeggutor,grass/dragon,Frisk/Harvest,95,105,85,125,75,45
0114,Tangela,grass,Chlorophyll/Leaf_Guard/Regenerator,65,55,115,100,40,60
0152,Chikorita,grass,Overgrow/Leaf_Guard,45,49,65,49,65,45
0153,Bayleef,grass,Overgrow/Leaf_Guard,60,62,80,63,80,60
0154,Meganium,grass,Overgrow/Leaf_Guard,80,82,100,83,100,80
0182,Bellossom,grass,Chlorophyll/Healer,75,80,95,90,100,50
0187,Hoppip,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,35,35,40,35,55,50
0188,Skiploom,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,55,45,50,45,65,80
0189,Jumpluff,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,75,55,70,55,95,110
0191,Sunkern,grass,Chlorophyll/Solar_Power/Early_Bird,30,30,30,30,30,30
0192,Sunflora,grass,Chlorophyll/Solar_Power/Early_Bird,75,75,55,105,85,30
0251,Celebi,psychic/grass,Natural Cure,100,100,100,100,100,100
0252,Treecko,grass,Overgrow/Unburden,40,45,35,65,55,70
0253,Grovyle,grass,Overgrow/Unburden,50,65,45,85,65,95
0254,Sceptile,grass,Overgrow/Unburden,70,85,65,105,85,120
0270,Lotad,water/grass,Swift_Swim/Rain_Dish/Own_Tempo,40,30,30,40,50,30
0271,Lombre,water/grass,Swift_Swim/Rain_Dish/Own_Tempo,60,50,50,60,70,50
0272,Ludicolo,water/grass,Swift_Swim/Rain_Dish/Own_Tempo,80,70,70,90,100,70
0273,Seedot,grass,Chlorophyll/Early_Bird/Pickpocket,40,40,50,30,30,30
0274,Nuzleaf,grass/dark,Chlorophyll/Early_Bird/Pickpocket,70,70,40,60,40,60
0275,Shiftry,grass/dark,Chlorophyll/Early_Bird/Pickpocket,90,100,60,90,60,80
0285,Shroomish,grass,Effect_Spore/Poison_Heal/Quick_Feet,60,40,60,40,60,35
0286,Breloom,grass/fighting,Effect_Spore/Poison_Heal/Technician,60,130,80,60,60,70
0315,Roselia,grass/poison,Natural_Cure/Poison_Point/Leaf_Guard,50,60,45,100,80,65
0331,Cacnea,grass,Sand_Veil/Water_Absorb,50,85,40,85,40,35
0332,Cacturne,grass/dark,Sand_Veil/Water_Absorb,70,115,60,115,60,55
0345,Lileep,rock/grass,Suction_Cups/Storm_Drain,66,41,77,61,87,23
0346,Cradily,rock/grass,Suction_Cups/Storm_Drain,86,81,97,81,107,43
0357,Tropius,grass/flying,Chlorophyll/Solar_Power/Harvest,99,68,83,72,87,51
0387,Turtwig,grass,Overgrow/Shell_Armor,55,68,64,45,55,31
0388,Grotle,grass,Overgrow/Shell_Armor,75,89,85,55,65,36
0389,Torterra,grass/ground,Overgrow/Shell_Armor,95,109,105,75,85,56
0406,Budew,grass/poison,Natural_Cure/Poison_Point/Leaf_Guard,40,30,35,50,70,55
0407,Roserade,grass/poison,Natural_Cure/Poison_Point/Technician,60,70,65,125,105,90
0413,Wormadam,bug/grass,Anticipation/Overcoat,60,59,85,79,105,36
0420,Cherubi,grass,Chlorophyll,45,35,45,62,53,35
0421,Cherrim,grass,Flower Gift,70,60,70,87,78,85
0455,Carnivine,grass,Levitate,74,100,72,90,72,46
0459,Snover,grass/ice,Snow_Warning/Soundproof,60,62,50,62,60,40
0460,Abomasnow,grass/ice,Snow_Warning/Soundproof,90,92,75,92,85,60
0465,Tangrowth,grass,Chlorophyll/Leaf_Guard/Regenerator,100,100,125,110,50,50
0470,Leafeon,grass,Leaf_Guard/Chlorophyll,65,110,130,60,65,95
0479,Rotom,electric/grass,Levitate,50,65,107,105,107,86
0492,Shaymin,grass,Natural Cure,100,100,100,100,100,100
0492,Shaymin,grass/flying,Serene Grace,100,103,75,120,75,127
0493,Arceus,grass,Multitype,120,120,120,120,120,120
0546,Cottonee,grass/fairy,Prankster/Infiltrator/Chlorophyll,40,27,60,37,50,66
0547,Whimsicott,grass/fairy,Prankster/Infiltrator/Chlorophyll,60,67,85,77,75,116
0548,Petilil,grass,Chlorophyll/Own_Tempo/Leaf_Guard,45,35,50,70,50,30
0549,Lilligant,grass,Chlorophyll/Own_Tempo/Leaf_Guard,70,60,75,110,75,90
0549,Lilligant,grass/fighting,Chlorophyll/Hustle/Leaf_Guard,70,105,75,50,75,105
0556,Maractus,grass,Water_Absorb/Chlorophyll/Storm_Drain,75,86,67,106,67,60
0590,Foongus,grass/poison,Effect_Spore/Regenerator,69,55,45,55,55,15
0591,Amoonguss,grass/poison,Effect_Spore/Regenerator,114,85,70,85,80,30
0597,Ferroseed,grass/steel,Iron Barbs,44,50,91,24,86,10
0598,Ferrothorn,grass/steel,Iron_Barbs/Anticipation,74,94,131,54,116,20
0640,Virizion,grass/fighting,Justified,91,90,72,90,129,108
0708,Phantump,ghost/grass,Natural_Cure/Frisk/Harvest,43,70,48,50,60,38
0709,Trevenant,ghost/grass,Natural_Cure/Frisk/Harvest,85,110,76,65,82,56
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,49,66,70,44,55,51
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,44,66,70,44,55,56
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,54,66,70,44,55,46
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,59,66,70,44,55,41
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,65,90,122,58,75,84
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,55,85,122,58,75,99
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,75,95,122,58,75,69
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,85,100,122,58,75,54
0722,Rowlet,grass/flying,Overgrow/Long_Reach,68,55,55,50,50,42
0723,Dartrix,grass/flying,Overgrow/Long_Reach,78,75,75,70,70,52
0724,Decidueye,grass/ghost,Overgrow/Long_Reach,78,107,75,100,100,70
0724,Decidueye,grass/fighting,Overgrow/Long_Reach,88,112,80,95,95,60
0753,Fomantis,grass,Leaf_Guard/Contrary,40,55,35,50,35,35
0754,Lurantis,grass,Leaf_Guard/Contrary,70,105,90,80,90,45
0755,Morelull,grass/fairy,Illuminate/Effect_Spore/Rain_Dish,40,35,55,65,75,15
0756,Shiinotic,grass/fairy,Illuminate/Effect_Spore/Rain_Dish,60,45,80,90,100,30
0761,Bounsweet,grass,Leaf_Guard/Oblivious/Sweet_Veil,42,30,38,30,38,32
0762,Steenee,grass,Leaf_Guard/Oblivious/Sweet_Veil,52,40,48,40,48,62
0763,Tsareena,grass,Leaf_Guard/Queenly_Majesty/Sweet_Veil,72,120,98,50,98,72
0773,Silvally,grass,RKS System,95,95,95,95,95,95
0781,Dhelmise,ghost/grass,Steelworker,70,131,100,86,90,40
0787,Tapu Bulu,grass/fairy,Grassy_Surge/Telepathy,70,130,115,85,95,75
0798,Kartana,grass/steel,Beast Boost,59,181,131,59,31,109
0810,Grookey,grass,Overgrow/Grassy_Surge,50,65,50,40,40,65
0811,Thwackey,grass,Overgrow/Grassy_Surge,70,85,70,55,60,80
0812,Rillaboom,grass,Overgrow/Grassy_Surge,100,125,90,60,70,85
0812,Rillaboom,grass,Overgrow/Grassy_Surge,100,125,90,60,70,85
0829,Gossifleur,grass,Cotton_Down/Regenerator/Effect_Spore,40,40,60,40,60,10
0830,Eldegoss,grass,Cotton_Down/Regenerator/Effect_Spore,60,50,90,80,120,60
0840,Applin,grass/dragon,Ripen/Gluttony/Bulletproof,40,40,80,40,40,20
0841,Flapple,grass/dragon,Ripen/Gluttony/Hustle,70,110,80,95,60,70
0841,Flapple,grass/dragon,Ripen/Gluttony/Hustle,70,110,80,95,60,70
0842,Appletun,grass/dragon,Ripen/Gluttony/Thick_Fat,110,85,80,100,80,30
0842,Appletun,grass/dragon,Ripen/Gluttony/Thick_Fat,110,85,80,100,80,30
0893,Zarude,dark/grass,Leaf Guard,105,120,105,70,95,105
0898,Calyrex,psychic/grass,Unnerve,100,80,80,80,80,80
0027,Sandshrew,ground,Sand_Veil/Sand_Rush,50,75,85,20,30,40
0028,Sandslash,ground,Sand_Veil/Sand_Rush,75,100,110,45,55,65
0031,Nidoqueen,poison/ground,Poison_Point/Rivalry/Sheer_Force,90,92,87,75,85,76
0034,Nidoking,poison/ground,Poison_Point/Rivalry/Sheer_Force,81,102,77,85,75,85
0050,Diglett,ground,Sand_Veil/Arena_Trap/Sand_Force,10,55,25,35,45,95
0050,Diglett,ground/steel,Sand_Veil/Tangling_Hair/Sand_Force,10,55,30,35,45,90
0051,Dugtrio,ground,Sand_Veil/Arena_Trap/Sand_Force,35,100,50,50,70,120
0051,Dugtrio,ground/steel,Sand_Veil/Tangling_Hair/Sand_Force,35,100,60,50,70,110
0074,Geodude,rock/ground,Rock_Head/Sturdy/Sand_Veil,40,80,100,30,30,20
0075,Graveler,rock/ground,Rock_Head/Sturdy/Sand_Veil,55,95,115,45,45,35
0076,Golem,rock/ground,Rock_Head/Sturdy/Sand_Veil,80,120,130,55,65,45
0095,Onix,rock/ground,Rock_Head/Sturdy/Weak_Armor,35,45,160,30,45,70
0104,Cubone,ground,Rock_Head/Lightning_Rod/Battle_Armor,50,50,95,40,50,35
0105,Marowak,ground,Rock_Head/Lightning_Rod/Battle_Armor,60,80,110,50,80,45
0111,Rhyhorn,ground/rock,Lightning_Rod/Rock_Head/Reckless,80,85,95,30,30,25
0112,Rhydon,ground/rock,Lightning_Rod/Rock_Head/Reckless,105,130,120,45,45,40
0194,Wooper,water/ground,Damp/Water_Absorb/Unaware,55,45,45,25,25,15
0195,Quagsire,water/ground,Damp/Water_Absorb/Unaware,95,85,85,65,65,35
0207,Gligar,ground/flying,Hyper_Cutter/Sand_Veil/Immunity,65,75,105,35,65,85
0208,Steelix,steel/ground,Rock_Head/Sturdy/Sheer_Force,75,85,200,55,65,30
0220,Swinub,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,50,50,40,30,30,50
0221,Piloswine,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,100,100,80,60,60,50
0231,Phanpy,ground,Pickup/Sand_Veil,90,60,60,40,40,40
0232,Donphan,ground,Sturdy/Sand_Veil,90,120,120,60,60,50
0246,Larvitar,rock/ground,Guts/Sand_Veil,50,64,50,45,50,41
0247,Pupitar,rock/ground,Shed Skin,70,84,70,65,70,51
0259,Marshtomp,water/ground,Torrent/Damp,70,85,70,60,70,50
0260,Swampert,water/ground,Torrent/Damp,100,110,90,85,90,60
0290,Nincada,bug/ground,Compoundeyes/Run_Away,31,45,90,30,30,40
0322,Numel,fire/ground,Oblivious/Simple/Own_Tempo,60,60,40,65,45,35
0323,Camerupt,fire/ground,Magma_Armor/Solid_Rock/Anger_Point,70,100,70,105,75,40
0328,Trapinch,ground,Hyper_Cutter/Arena_Trap/Sheer_Force,45,100,45,45,45,10
0329,Vibrava,ground/dragon,Levitate,50,70,50,50,50,70
0330,Flygon,ground/dragon,Levitate,80,100,80,80,80,100
0339,Barboach,water/ground,Oblivious/Anticipation/Hydration,50,48,43,46,41,60
0340,Whiscash,water/ground,Oblivious/Anticipation/Hydration,110,78,73,76,71,60
0343,Baltoy,ground/psychic,Levitate,40,40,55,40,70,55
0344,Claydol,ground/psychic,Levitate,60,70,105,70,120,75
0383,Groudon,ground,Drought,100,150,140,100,90,90
0389,Torterra,grass/ground,Overgrow/Shell_Armor,95,109,105,75,85,56
0413,Wormadam,bug/ground,Overcoat,60,79,105,59,85,36
0423,Gastrodon,water/ground,Sticky_Hold/Storm_Drain/Sand_Force,111,83,68,92,82,39
0443,Gible,dragon/ground,Sand_Veil/Rough_Skin,58,70,45,40,45,42
0444,Gabite,dragon/ground,Sand_Veil/Rough_Skin,68,90,65,50,55,82
0445,Garchomp,dragon/ground,Sand_Veil/Rough_Skin,108,130,95,80,85,102
0449,Hippopotas,ground,Sand_Stream/Sand_Force,68,72,78,38,42,32
0450,Hippowdon,ground,Sand_Stream/Sand_Force,108,112,118,68,72,47
0464,Rhyperior,ground/rock,Lightning_Rod/Solid_Rock/Reckless,115,140,130,55,55,40
0472,Gliscor,ground/flying,Hyper_Cutter/Sand_Veil/Poison_Heal,75,95,125,45,75,95
0473,Mamoswine,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,110,130,80,70,60,80
0493,Arceus,ground,Multitype,120,120,120,120,120,120
0529,Drilbur,ground,Sand_Rush/Sand_Force/Mold_Breaker,60,85,40,30,45,68
0530,Excadrill,ground/steel,Sand_Rush/Sand_Force/Mold_Breaker,110,135,60,50,65,88
0536,Palpitoad,water/ground,Swift_Swim/Hydration/Water_Absorb,75,65,55,65,55,69
0537,Seismitoad,water/ground,Swift_Swim/Poison_Touch/Water_Absorb,105,95,75,85,75,74
0551,Sandile,ground/dark,Intimidate/Moxie/Anger_Point,50,72,35,35,35,65
0552,Krokorok,ground/dark,Intimidate/Moxie/Anger_Point,60,82,45,45,45,74
0553,Krookodile,ground/dark,Intimidate/Moxie/Anger_Point,95,117,80,65,70,92
0562,Yamask,ground/ghost,Wandering_Spirit/Wandering_Spirit,38,55,85,30,65,30
0618,Stunfisk,ground/electric,Static/Limber/Sand_Veil,109,66,84,81,99,32
0618,Stunfisk,ground/steel,Mimicry/Mimicry,109,81,99,66,84,32
0622,Golett,ground/ghost,Iron_Fist/Klutz/No_Guard,59,74,50,35,50,35
0623,Golurk,ground/ghost,Iron_Fist/Klutz/No_Guard,89,124,80,55,80,55
0645,Landorus,ground/flying,Sand_Force/Sheer_Force,89,125,90,115,80,101
0645,Landorus,ground/flying,Intimidate,89,145,90,105,80,91
0660,Diggersby,normal/ground,Pickup/Cheek_Pouch/Huge_Power,85,56,77,50,77,78
0718,Zygarde,dragon/ground,Aura Break,108,100,121,81,95,95
0718,Zygarde,dragon/ground,Power Construct,54,100,71,61,85,115
0718,Zygarde,dragon/ground,Power Construct,216,100,121,91,95,85
0749,Mudbray,ground,Own_Tempo/Stamina/Inner_Focus,70,100,70,45,55,45
0750,Mudsdale,ground,Own_Tempo/Stamina/Inner_Focus,100,125,100,55,85,35
0769,Sandygast,ghost/ground,Water_Compaction/Sand_Veil,55,55,80,70,45,15
0770,Palossand,ghost/ground,Water_Compaction/Sand_Veil,85,75,110,100,75,35
0773,Silvally,ground,RKS System,95,95,95,95,95,95
0843,Silicobra,ground,Sand_Spit/Shed_Skin/Sand_Veil,52,57,75,35,50,46
0844,Sandaconda,ground,Sand_Spit/Shed_Skin/Sand_Veil,72,107,125,65,70,71
0844,Sandaconda,ground,Sand_Spit/Shed_Skin/Sand_Veil,72,107,125,65,70,71
0867,Runerigus,ground/ghost,Wandering Spirit,58,95,145,50,105,30
0901,Ursaluna,ground/normal,Guts/Bulletproof/Unnerve,130,140,105,45,80,50
0027,Sandshrew,ice/steel,Snow_Cloak/Slush_Rush,50,75,90,10,35,40
0028,Sandslash,ice/steel,Snow_Cloak/Slush_Rush,75,100,120,25,65,65
0037,Vulpix,ice,Snow_Cloak/Snow_Warning,38,41,40,50,65,65
0038,Ninetales,ice/fairy,Snow_Cloak/Snow_Warning,73,67,75,81,100,109
0087,Dewgong,water/ice,Thick_Fat/Hydration/Ice_Body,90,70,80,70,95,70
0091,Cloyster,water/ice,Shell_Armor/Skill_Link/Overcoat,50,95,180,85,45,70
0122,Mr. Mime,ice/psychic,Vital_Spirit/Screen_Cleaner/Ice_Body,50,65,65,90,90,100
0124,Jynx,ice/psychic,Oblivious/Forewarn/Dry_Skin,65,50,35,115,95,95
0131,Lapras,water/ice,Water_Absorb/Shell_Armor/Hydration,130,85,80,85,95,60
0131,Lapras,water/ice,Water_Absorb/Shell_Armor/Hydration,130,85,80,85,95,60
0144,Articuno,ice/flying,Pressure/Snow_Cloak,90,85,100,95,125,85
0215,Sneasel,dark/ice,Inner_Focus/Keen_Eye/Pickpocket,55,95,55,35,75,115
0220,Swinub,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,50,50,40,30,30,50
0221,Piloswine,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,100,100,80,60,60,50
0225,Delibird,ice/flying,Vital_Spirit/Hustle/Insomnia,45,55,45,65,45,75
0238,Smoochum,ice/psychic,Oblivious/Forewarn/Hydration,45,30,15,85,65,65
0351,Castform,normal,Forecast,70,70,70,70,70,70
0361,Snorunt,ice,Inner_Focus/Ice_Body/Moody,50,50,50,50,50,50
0362,Glalie,ice,Inner_Focus/Ice_Body/Moody,80,80,80,80,80,80
0363,Spheal,ice/water,Thick_Fat/Ice_Body/Oblivious,70,40,50,55,50,25
0364,Sealeo,ice/water,Thick_Fat/Ice_Body/Oblivious,90,60,70,75,70,45
0365,Walrein,ice/water,Thick_Fat/Ice_Body/Oblivious,110,80,90,95,90,65
0378,Regice,ice,Clear_Body/Ice_Body,80,50,100,100,200,50
0459,Snover,grass/ice,Snow_Warning/Soundproof,60,62,50,62,60,40
0460,Abomasnow,grass/ice,Snow_Warning/Soundproof,90,92,75,92,85,60
0461,Weavile,dark/ice,Pressure/Pickpocket,70,120,65,45,85,125
0471,Glaceon,ice,Snow_Cloak/Ice_Body,65,60,110,130,95,65
0473,Mamoswine,ice/ground,Oblivious/Snow_Cloak/Thick_Fat,110,130,80,70,60,80
0478,Froslass,ice/ghost,Snow_Cloak/Cursed_Body,70,80,70,80,70,110
0479,Rotom,electric/ice,Levitate,50,65,107,105,107,86
0493,Arceus,ice,Multitype,120,120,120,120,120,120
0554,Darumaka,ice,Hustle/Inner_Focus,70,90,45,15,45,50
0555,Darmanitan,ice,Gorilla_Tactics/Zen_Mode,105,140,55,30,55,95
0555,Darmanitan,ice/fire,Zen Mode,105,160,55,30,55,135
0582,Vanillite,ice,Ice_Body/Snow_Cloak/Weak_Armor,36,50,50,65,60,44
0583,Vanillish,ice,Ice_Body/Snow_Cloak/Weak_Armor,51,65,65,80,75,59
0584,Vanilluxe,ice,Ice_Body/Snow_Warning/Weak_Armor,71,95,85,110,95,79
0613,Cubchoo,ice,Snow_Cloak/Slush_Rush/Rattled,55,70,40,60,40,40
0614,Beartic,ice,Snow_Cloak/Slush_Rush/Swift_Swim,95,130,80,70,80,50
0615,Cryogonal,ice,Levitate,80,50,50,95,135,105
0646,Kyurem,dragon/ice,Pressure,125,130,90,130,90,95
0646,Kyurem,dragon/ice,Teravolt,125,170,100,120,90,95
0646,Kyurem,dragon/ice,Turboblaze,125,120,90,170,100,95
0698,Amaura,rock/ice,Refrigerate/Snow_Warning,77,59,50,67,63,46
0699,Aurorus,rock/ice,Refrigerate/Snow_Warning,123,77,72,99,92,58
0712,Bergmite,ice,Own_Tempo/Ice_Body/Sturdy,55,69,85,32,35,28
0713,Avalugg,ice,Own_Tempo/Ice_Body/Sturdy,95,117,184,44,46,28
0713,Avalugg,ice/rock,Strong_Jaw/Ice_Body/Sturdy,95,127,184,34,36,38
0773,Silvally,ice,RKS System,95,95,95,95,95,95
0866,Mr. Rime,ice/psychic,Tangled_Feet/Screen_Cleaner/Ice_Body,80,85,75,110,100,70
0872,Snom,ice/bug,Shield_Dust/Ice_Scales,30,25,35,45,30,20
0873,Frosmoth,ice/bug,Shield_Dust/Ice_Scales,70,65,60,125,90,65
0875,Eiscue,ice,Ice Face,75,80,110,65,90,50
0875,Eiscue,ice,Ice Face,75,80,70,65,50,130
0881,Arctozolt,electric/ice,Volt_Absorb/Static/Slush_Rush,90,100,90,90,80,55
0883,Arctovish,water/ice,Water_Absorb/Ice_Body/Slush_Rush,90,90,100,80,90,55
0896,Glastrier,ice,Chilling Neigh,100,145,130,65,110,30
0898,Calyrex,psychic/ice,As One - Unnerve Chilling Neigh,100,165,150,85,130,50
0016,Pidgey,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,40,45,40,35,35,56
0017,Pidgeotto,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,63,60,55,50,50,71
0018,Pidgeot,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,83,80,75,70,70,101
0019,Rattata,normal,Run_Away/Guts/Hustle,30,56,35,25,35,72
0020,Raticate,normal,Run_Away/Guts/Hustle,55,81,60,50,70,97
0021,Spearow,normal/flying,Keen_Eye/Sniper,40,60,30,31,31,70
0022,Fearow,normal/flying,Keen_Eye/Sniper,65,90,65,61,61,100
0039,Jigglypuff,normal/fairy,Cute_Charm/Competitive/Friend_Guard,115,45,20,45,25,20
0040,Wigglytuff,normal/fairy,Cute_Charm/Competitive/Frisk,140,70,45,85,50,45
0052,Meowth,normal,Pickup/Technician/Unnerve,40,45,35,40,40,90
0052,Meowth,normal,Pickup/Technician/Unnerve,40,45,35,40,40,90
0053,Persian,normal,Limber/Technician/Unnerve,65,70,60,65,65,115
0083,Farfetch'd,normal/flying,Keen_Eye/Inner_Focus/Defiant,52,90,55,58,62,60
0084,Doduo,normal/flying,Run_Away/Early_Bird/Tangled_Feet,35,85,45,35,35,75
0085,Dodrio,normal/flying,Run_Away/Early_Bird/Tangled_Feet,60,110,70,60,60,110
0108,Lickitung,normal,Own_Tempo/Oblivious/Cloud_Nine,90,55,75,60,75,30
0113,Chansey,normal,Natural_Cure/Serene_Grace/Healer,250,5,5,35,105,50
0115,Kangaskhan,normal,Early_Bird/Scrappy/Inner_Focus,105,95,80,40,80,90
0128,Tauros,normal,Intimidate/Anger_Point/Sheer_Force,75,100,95,40,70,110
0132,Ditto,normal,Limber/Imposter,48,48,48,48,48,48
0133,Eevee,normal,Run_Away/Adaptability/Anticipation,55,55,50,45,65,55
0133,Eevee,normal,Run_Away/Adaptability/Anticipation,55,55,50,45,65,55
0137,Porygon,normal,Trace/Download/Analytic,65,60,70,85,75,40
0143,Snorlax,normal,Immunity/Thick_Fat/Gluttony,160,110,65,65,110,30
0143,Snorlax,normal,Immunity/Thick_Fat/Gluttony,160,110,65,65,110,30
0161,Sentret,normal,Run_Away/Keen_Eye/Frisk,35,46,34,35,45,20
0162,Furret,normal,Run_Away/Keen_Eye/Frisk,85,76,64,45,55,90
0163,Hoothoot,normal/flying,Insomnia/Keen_Eye/Tinted_Lens,60,30,30,36,56,50
0164,Noctowl,normal/flying,Insomnia/Keen_Eye/Tinted_Lens,100,50,50,86,96,70
0174,Igglybuff,normal/fairy,Cute_Charm/Competitive/Friend_Guard,90,30,15,40,20,15
0190,Aipom,normal,Run_Away/Pickup/Skill_Link,55,70,55,40,55,85
0203,Girafarig,normal/psychic,Inner_Focus/Early_Bird/Sap_Sipper,70,80,65,90,65,85
0206,Dunsparce,normal,Serene_Grace/Run_Away/Rattled,100,70,70,65,65,45
0216,Teddiursa,normal,Pickup/Quick_Feet/Honey_Gather,60,80,50,50,50,40
0217,Ursaring,normal,Guts/Quick_Feet/Unnerve,90,130,75,75,75,55
0233,Porygon2,normal,Trace/Download/Analytic,85,80,90,105,95,60
0234,Stantler,normal,Intimidate/Frisk/Sap_Sipper,73,95,62,85,65,85
0235,Smeargle,normal,Own_Tempo/Technician/Moody,55,20,35,20,45,75
0241,Miltank,normal,Thick_Fat/Scrappy/Sap_Sipper,95,80,105,40,70,100
0242,Blissey,normal,Natural_Cure/Serene_Grace/Healer,255,10,10,75,135,55
0263,Zigzagoon,normal,Pickup/Gluttony/Quick_Feet,38,30,41,30,41,60
0263,Zigzagoon,dark/normal,Pickup/Gluttony/Quick_Feet,38,30,41,30,41,60
0264,Linoone,normal,Pickup/Gluttony/Quick_Feet,78,70,61,50,61,100
0264,Linoone,dark/normal,Pickup/Gluttony/Quick_Feet,78,70,61,50,61,100
0276,Taillow,normal/flying,Guts/Scrappy,40,55,30,30,30,85
0277,Swellow,normal/flying,Guts/Scrappy,60,85,60,75,50,125
0287,Slakoth,normal,Truant,60,60,60,35,35,30
0288,Vigoroth,normal,Vital Spirit,80,80,80,55,55,90
0289,Slaking,normal,Truant,150,160,100,95,65,100
0293,Whismur,normal,Soundproof/Rattled,64,51,23,51,23,28
0294,Loudred,normal,Soundproof/Scrappy,84,71,43,71,43,48
0295,Exploud,normal,Soundproof/Scrappy,104,91,63,91,73,68
0298,Azurill,normal/fairy,Thick_Fat/Huge_Power/Sap_Sipper,50,20,40,20,40,20
0300,Skitty,normal,Cute_Charm/Normalize/Wonder_Skin,50,45,45,35,35,50
0301,Delcatty,normal,Cute_Charm/Normalize/Wonder_Skin,70,65,65,55,55,90
0327,Spinda,normal,Own_Tempo/Tangled_Feet/Contrary,60,60,60,60,60,60
0333,Swablu,normal/flying,Natural_Cure/Cloud_Nine,45,40,60,40,75,50
0335,Zangoose,normal,Immunity/Toxic_Boost,73,115,60,60,60,90
0351,Castform,normal,Forecast,70,70,70,70,70,70
0352,Kecleon,normal,Color_Change/Protean,60,90,70,60,120,40
0396,Starly,normal/flying,Keen_Eye/Reckless,40,55,30,30,30,60
0397,Staravia,normal/flying,Intimidate/Reckless,55,75,50,40,40,80
0398,Staraptor,normal/flying,Intimidate/Reckless,85,120,70,50,60,100
0399,Bidoof,normal,Simple/Unaware/Moody,59,45,40,35,40,31
0400,Bibarel,normal/water,Simple/Unaware/Moody,79,85,60,55,60,71
0424,Ambipom,normal,Technician/Pickup/Skill_Link,75,100,66,60,66,115
0427,Buneary,normal,Run_Away/Klutz/Limber,55,66,44,44,56,85
0428,Lopunny,normal,Cute_Charm/Klutz/Limber,65,76,84,54,96,105
0431,Glameow,normal,Limber/Own_Tempo/Keen_Eye,49,55,42,42,37,85
0432,Purugly,normal,Thick_Fat/Own_Tempo/Defiant,71,82,64,64,59,112
0440,Happiny,normal,Natural_Cure/Serene_Grace/Friend_Guard,100,5,5,15,65,30
0441,Chatot,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,76,65,45,92,42,91
0446,Munchlax,normal,Pickup/Thick_Fat/Gluttony,135,85,40,40,85,5
0463,Lickilicky,normal,Own_Tempo/Oblivious/Cloud_Nine,110,85,95,80,95,50
0474,Porygon-Z,normal,Adaptability/Download/Analytic,85,80,70,135,75,90
0486,Regigigas,normal,Slow Start,110,160,110,80,110,100
0493,Arceus,normal,Multitype,120,120,120,120,120,120
0506,Lillipup,normal,Vital_Spirit/Pickup/Run_Away,45,60,45,25,45,55
0507,Herdier,normal,Intimidate/Sand_Rush/Scrappy,65,80,65,35,65,60
0508,Stoutland,normal,Intimidate/Sand_Rush/Scrappy,85,110,90,45,90,80
0519,Pidove,normal/flying,Big_Pecks/Super_Luck/Rivalry,50,55,50,36,30,43
